STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),iscedf13,ISCED Fields of education and training (ISCED-F 2013),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LI,Liechtenstein,2019,,227,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LI,Liechtenstein,2020,,214,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LI,Liechtenstein,2021,,283,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LI,Liechtenstein,2022,,213,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LT,Lithuania,2015,,32205,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LT,Lithuania,2016,,29683,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LT,Lithuania,2017,,27684,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LT,Lithuania,2018,,26280,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LT,Lithuania,2019,,25031,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LT,Lithuania,2020,,24439,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LT,Lithuania,2021,,23620,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LT,Lithuania,2022,,22689,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LT,Lithuania,2023,,22733,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LT,Lithuania,2024,,22566,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LU,Luxembourg,2015,,1603,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LU,Luxembourg,2016,,1682,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LU,Luxembourg,2017,,1748,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LU,Luxembourg,2018,,1753,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LU,Luxembourg,2019,,1725,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LU,Luxembourg,2020,,1876,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LU,Luxembourg,2021,,2123,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LU,Luxembourg,2022,,2159,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LU,Luxembourg,2023,,2231,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LU,Luxembourg,2024,,2242,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LV,Latvia,2015,,17021,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LV,Latvia,2016,,15796,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LV,Latvia,2017,,14587,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LV,Latvia,2018,,15363,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LV,Latvia,2019,,14848,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LV,Latvia,2020,,14525,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LV,Latvia,2021,,14707,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LV,Latvia,2022,,13422,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LV,Latvia,2023,,14058,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,LV,Latvia,2024,,13481,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ME,Montenegro,2016,,5043,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ME,Montenegro,2017,,5041,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ME,Montenegro,2018,,4913,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ME,Montenegro,2019,,5026,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ME,Montenegro,2020,,5235,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ME,Montenegro,2021,,4617,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ME,Montenegro,2023,,4513,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,ME,Montenegro,2024,,3548,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MK,North Macedonia,2015,,11144,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MK,North Macedonia,2016,,10465,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MK,North Macedonia,2017,,10731,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MK,North Macedonia,2018,,9826,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MK,North Macedonia,2019,,9994,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MK,North Macedonia,2020,,8839,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MK,North Macedonia,2021,,9930,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MK,North Macedonia,2022,,9563,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MK,North Macedonia,2023,,9424,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MK,North Macedonia,2024,,9082,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MT,Malta,2015,,3953,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MT,Malta,2016,,4113,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MT,Malta,2017,,4580,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MT,Malta,2018,,4205,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MT,Malta,2019,,4870,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MT,Malta,2020,,4629,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MT,Malta,2021,,5597,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MT,Malta,2022,,5472,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MT,Malta,2023,,5833,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,MT,Malta,2024,,6210,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NL,Netherlands,2015,,148942,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NL,Netherlands,2017,,155504,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NL,Netherlands,2018,,159572,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NL,Netherlands,2019,,161049,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NL,Netherlands,2020,,163408,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NL,Netherlands,2021,,180046,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NL,Netherlands,2022,,174103,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NL,Netherlands,2023,,184190,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NL,Netherlands,2024,,193463,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NO,Norway,2015,,48212,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NO,Norway,2016,,49010,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NO,Norway,2017,,53085,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NO,Norway,2018,,54379,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NO,Norway,2019,,56259,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NO,Norway,2020,,56489,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NO,Norway,2021,,59180,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NO,Norway,2022,,59788,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NO,Norway,2023,,61830,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,NO,Norway,2024,,62538,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PL,Poland,2015,,516675,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PL,Poland,2016,,487640,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PL,Poland,2017,,517305,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PL,Poland,2018,,469992,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PL,Poland,2019,,452628,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PL,Poland,2020,,411534,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PL,Poland,2021,,403602,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PL,Poland,2022,,400168,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PL,Poland,2023,,401999,,de,"definition differs (see metadata), estimated",,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PL,Poland,2024,,404685,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PT,Portugal,2015,,74757,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PT,Portugal,2016,,73086,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PT,Portugal,2017,,77034,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PT,Portugal,2018,,79849,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PT,Portugal,2019,,81138,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PT,Portugal,2020,,85799,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PT,Portugal,2021,,90920,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PT,Portugal,2022,,89640,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PT,Portugal,2023,,95608,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,PT,Portugal,2024,,101213,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RO,Romania,2015,,133478,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RO,Romania,2016,,121788,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RO,Romania,2017,,121250,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RO,Romania,2018,,126271,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RO,Romania,2019,,124759,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RO,Romania,2020,,130271,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RO,Romania,2021,,131534,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RO,Romania,2022,,125580,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RO,Romania,2023,,126537,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RO,Romania,2024,,127097,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RS,Serbia,2015,,50501,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RS,Serbia,2016,,50326,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RS,Serbia,2017,,51596,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RS,Serbia,2018,,45406,,,,,
dataflow,ESTAT:EDUC_UOE_GRAD02(1.0),"Graduates by education level, programme orientation, sex and field of education",A,Annual,NR,Number,ED5-8,Tertiary education (levels 5-8),TOTAL,Total,T,Total,RS,Serbia,2019,,45280,,,,,
