STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_sb,Economical indicator for structural business statistics,sizeclas,Size classes in number of employees,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EA19,Euro area - 19 countries  (2015-2022),2018,,8.59,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EA19,Euro area - 19 countries  (2015-2022),2019,,10.03,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EA19,Euro area - 19 countries  (2015-2022),2020,,9.09,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EE,Estonia,2011,,11.87,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EE,Estonia,2012,,10.63,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EE,Estonia,2013,,12.74,,b,break in time series,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EE,Estonia,2014,,10.89,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EE,Estonia,2015,,10.02,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EE,Estonia,2016,,10.85,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EE,Estonia,2017,,16.30,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EE,Estonia,2018,,17.42,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EE,Estonia,2019,,16.07,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EE,Estonia,2020,,14.90,,p,provisional,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EL,Greece,2014,,,,p,provisional,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EL,Greece,2015,,8.30,,p,provisional,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EL,Greece,2016,,8.98,,p,provisional,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EL,Greece,2017,,4.91,,p,provisional,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EL,Greece,2018,,3.60,,p,provisional,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EL,Greece,2019,,3.87,,p,provisional,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EL,Greece,2020,,2.84,,p,provisional,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,ES,Spain,2011,,11.99,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,ES,Spain,2012,,12.08,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,ES,Spain,2013,,11.70,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,ES,Spain,2014,,9.99,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,ES,Spain,2015,,10.75,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,ES,Spain,2016,,11.26,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,ES,Spain,2017,,9.84,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,ES,Spain,2018,,10.01,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,ES,Spain,2019,,11.09,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,ES,Spain,2020,,10.91,,e,estimated,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EU27_2020,European Union - 27 countries (from 2020),2012,,11.20,,de,"definition differs (see metadata), estimated",,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EU27_2020,European Union - 27 countries (from 2020),2013,,11.35,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EU27_2020,European Union - 27 countries (from 2020),2014,,10.50,,de,"definition differs (see metadata), estimated",,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EU27_2020,European Union - 27 countries (from 2020),2015,,10.10,,de,"definition differs (see metadata), estimated",,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EU27_2020,European Union - 27 countries (from 2020),2016,,10.11,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EU27_2020,European Union - 27 countries (from 2020),2017,,10.00,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,0,Zero,B-N_X_K642,Business economy except activities of holding companies,EU27_2020,European Union - 27 countries (from 2020),2018,,9.22,,,,,
